Nombre,Edad,Ciudad,Nacionalidad,Fecha_registro,Frontera
Andrés Rivera,22,Medellín,Venezuela,2020-05-16,Aeropuerto El Dorado
Carlos Rodríguez,56,Cúcuta,Ecuador,2020-09-07,Norte de Santander
María Lopez,8,Barranquilla,Perú,2021-06-20,Leticia
Andrés Rivera,52,Medellín,Perú,2022-05-25,Arauca
Marta Castillo#,58,Bucaramanga,Colombia,2022-02-15,Leticia
Pedro Gómez,18,Bucaramanga,Perú,2024-06-04,Vichada
Marta Castillo,18,Medellín,Colombia,2025-03-07,Arauca
María Lopez*,26,Medellín,Perú,2022-06-26,Norte de Santander
Sofía Torres,21,Cartagena,Perú,2023-07-07,Vichada
Pedro Gómez,30,Cali,Ecuador,2022-11-01,Vichada
Juan Pérez,46,Bucaramanga,Venezuela,2024-08-18,Arauca
Juan Pérez,31,Barranquilla,Colombia,2023-12-01,Norte de Santander
Luisa Morales,60,Cartagena,Perú,2022-10-26,Vichada
Ana Martínez,52,Cúcuta,Perú,2023-02-10,Aeropuerto El Dorado
Ana Martínez,32,Medellín,Venezuela,2025-09-18,Arauca
María Lopez,2,Cartagena,Colombia,2024-12-20,Aeropuerto El Dorado
Jorge Herrera,77,Bogotá,Venezuela,2024-03-19,Aeropuerto El Dorado
Andrés Rivera,43,Cúcuta,Venezuela,2024-10-29,Leticia
Ana Martínez,8,Medellín,Perú,2023-09-10,Arauca
Sofía Torres!,52,Bucaramanga,Venezuela,2022-05-06,La Guajira
Sofía Torres,4,Cali,Perú,2021-09-17,Arauca
Andrés Rivera,39,Cartagena,Colombia,2020-12-28,La Guajira
Jorge Herrera,66,Cali,Colombia,2024-09-27,Vichada
María Lopez#,41,Bucaramanga,Perú,2020-01-09,Leticia
Marta Castillo,39,Cúcuta,Venezuela,2020-12-11,Vichada
Pedro Gómez,10,Barranquilla,Perú,2020-06-08,La Guajira
Marta Castillo,16,Cúcuta,Perú,2023-12-18,La Guajira
Carlos Rodríguez,51,Cartagena,Venezuela,2022-04-21,La Guajira
Juan Pérez,21,Cartagena,Venezuela,2024-07-09,La Guajira
Carlos Rodríguez,26,Bogotá%,Venezuela,2021-05-28,Norte de Santander
Luisa Morales,23,Cartagena!,Colombia,2024-02-05,Arauca
Carlos Rodríguez,53,Medellín$,Ecuador,2023-05-04,Vichada
Carlos Rodríguez,76,Bucaramanga,Ecuador,2020-02-21,Norte de Santander
Ana Martínez,5,Cali,Perú,2020-01-28,Arauca
Ana Martínez,27,Bucaramanga,Venezuela,2024-03-13,Norte de Santander
Juan Pérez$,64,Bucaramanga,Ecuador,2025-10-03,Vichada
Luisa Morales,64,Cúcuta,Venezuela,2025-04-01,Norte de Santander
Andrés Rivera,5,Barranquilla,Colombia,2023-02-03,La Guajira
Carlos Rodríguez,10,Medellín,Venezuela,2024-03-23,Norte de Santander
Jorge Herrera,43,Bucaramanga#,Perú,2024-04-09,Aeropuerto El Dorado
Luisa Morales,38,Cali,Venezuela,2022-02-07,Vichada
Carlos Rodríguez$,43,Cartagena,Colombia,2024-03-20,Vichada
María Lopez,26,Cartagena,Perú,2024-11-29,Norte de Santander
Ana Martínez,6,Cartagena*,Perú,2023-08-24,La Guajira
Ana Martínez,36,Cúcuta,Ecuador,2025-01-05,Aeropuerto El Dorado
Andrés Rivera,69,Bucaramanga,Colombia,2021-11-02,Vichada
Sofía Torres,13,Cali,Ecuador,2024-12-15,Arauca
Jorge Herrera,74,Bogotá,Venezuela,2022-01-22,Vichada
Carlos Rodríguez,78,Medellín,Colombia,2022-07-31,Vichada
Pedro Gómez,51,Medellín,Colombia,2025-10-01,Leticia
Andrés Rivera,44,Medellín,Colombia,2021-10-27,Norte de Santander
Pedro Gómez,61,Cali,Colombia,2021-04-04,Aeropuerto El Dorado
Jorge Herrera,29,Cali!,Ecuador,2025-11-26,Norte de Santander
Jorge Herrera,32,Cali,Perú,2022-08-22,Norte de Santander
Jorge Herrera$,61,Medellín*,Colombia,2024-04-01,Vichada
Jorge Herrera,43,Medellín,Perú,2020-02-12,Vichada
Juan Pérez,65,Cartagena,Colombia,2021-09-03,La Guajira
Juan Pérez,57,Cali,Colombia,2021-05-21,Vichada
Sofía Torres,71,Barranquilla,Venezuela,2022-01-01,Norte de Santander
Ana Martínez,22,Cartagena!,Colombia,2023-06-07,Vichada
Sofía Torres,70,Barranquilla,Colombia,2025-11-30,Aeropuerto El Dorado
Jorge Herrera,40,Bogotá,Venezuela,2023-04-04,Vichada
Andrés Rivera,23,Medellín,Colombia,2021-11-29,La Guajira
Ana Martínez,24,Bucaramanga,Perú,2021-03-09,Leticia
Carlos Rodríguez,74,Bogotá,Venezuela,2023-12-19,Arauca
Pedro Gómez,39,Cúcuta%,Venezuela,2020-09-21,Aeropuerto El Dorado
Sofía Torres,20,Cúcuta,Perú,2024-07-17,Arauca
Luisa Morales,76,Cartagena,Venezuela,2020-04-24,Norte de Santander
Juan Pérez,54,Bucaramanga,Perú,2022-09-06,Arauca
Carlos Rodríguez$,39,Barranquilla,Venezuela,2021-11-25,Aeropuerto El Dorado
Andrés Rivera!,32,Cúcuta,Perú,2022-10-29,Norte de Santander
Jorge Herrera,68,Cartagena,Perú,2020-07-11,Vichada
Ana Martínez,51,Barranquilla,Venezuela,2025-08-16,Norte de Santander
María Lopez,24,Barranquilla,Colombia,2020-08-13,Norte de Santander
Sofía Torres,30,Bogotá,Venezuela,2024-01-14,Arauca
Juan Pérez,40,Medellín,Perú,2020-02-26,Aeropuerto El Dorado
Luisa Morales,6,Cúcuta%,Perú,2020-06-12,Vichada
Carlos Rodríguez,51,Cartagena,Ecuador,2025-05-02,Leticia
Pedro Gómez$,10,Cali?,Colombia,2022-10-21,Norte de Santander
Ana Martínez,60,Bogotá,Venezuela,2022-06-22,Vichada
Ana Martínez,20,Bucaramanga,Venezuela,2023-12-13,Norte de Santander
Sofía Torres,37,Medellín,Perú,2023-08-01,Vichada
Jorge Herrera,50,Medellín*,Perú,2025-09-09,La Guajira
Luisa Morales,67,Barranquilla,Colombia,2022-10-18,Norte de Santander
Luisa Morales,61,Cali,Colombia,2023-10-03,Norte de Santander
María Lopez,44,Cartagena,Ecuador,2022-08-06,Leticia
Carlos Rodríguez,28,Medellín,Perú,2024-12-24,Leticia
María Lopez,3,Bucaramanga,Perú,2024-12-10,Leticia
Juan Pérez,24,Bogotá,Perú,2025-07-25,Vichada
Marta Castillo,55,Cali,Perú,2020-01-19,Aeropuerto El Dorado
María Lopez@,45,Cúcuta*,Perú,2022-10-01,Leticia
Marta Castillo,43,Bogotá,Venezuela,2020-06-15,Vichada
Andrés Rivera,72,Barranquilla!,Ecuador,2024-04-26,La Guajira
Andrés Rivera,33,Medellín,Perú,2020-02-14,La Guajira
Juan Pérez,55,Cartagena,Perú,2025-08-12,Leticia
Pedro Gómez,57,Medellín,Colombia,2023-08-12,Norte de Santander
María Lopez,31,Barranquilla,Venezuela,2024-04-28,Vichada
María Lopez,36,Cartagena,Venezuela,2021-02-17,Leticia
Juan Pérez,46,Cúcuta,Venezuela,2022-09-29,La Guajira
Luisa Morales$,67,Bogotá,Ecuador,2020-02-10,Arauca
Carlos Rodríguez!,31,Bucaramanga,Ecuador,2024-08-23,La Guajira
María Lopez,42,Bucaramanga,Ecuador,2022-09-09,Vichada
Juan Pérez,21,Bucaramanga,Ecuador,2021-01-16,Aeropuerto El Dorado
Andrés Rivera,74,Bucaramanga$,Venezuela,2024-02-17,Norte de Santander
Ana Martínez@,78,Cali,Perú,2023-06-24,Leticia
Ana Martínez,47,Cali,Colombia,2022-06-06,Arauca
María Lopez,73,Cartagena,Ecuador,2025-11-29,Aeropuerto El Dorado
Jorge Herrera,7,Barranquilla,Colombia,2020-03-19,Leticia
Pedro Gómez,66,Cali#,Venezuela,2021-11-03,La Guajira
Andrés Rivera$,60,Cúcuta,Perú,2023-01-15,Vichada
María Lopez,72,Barranquilla,Ecuador,2023-05-24,Norte de Santander
Ana Martínez,64,Barranquilla,Venezuela,2023-09-27,Arauca
Luisa Morales,35,Cúcuta,Ecuador,2022-11-01,Norte de Santander
Pedro Gómez,62,Barranquilla,Colombia,2025-10-04,La Guajira
Luisa Morales#,25,Bogotá,Colombia,2020-06-17,La Guajira
Pedro Gómez,51,Cali,Perú,2022-01-16,Vichada
Ana Martínez,59,Bucaramanga,Ecuador,2021-08-16,La Guajira
Pedro Gómez,42,Cali,Ecuador,2024-01-20,Arauca
Sofía Torres,37,Bogotá,Colombia,2022-06-23,Leticia
Luisa Morales,18,Cúcuta,Perú,2025-03-16,Aeropuerto El Dorado
Luisa Morales,53,Cúcuta,Venezuela,2020-04-03,La Guajira
Carlos Rodríguez,16,Barranquilla,Venezuela,2025-03-11,La Guajira
Andrés Rivera$,59,Barranquilla,Colombia,2025-11-22,La Guajira
Ana Martínez,3,Medellín%,Colombia,2020-10-22,Aeropuerto El Dorado
Ana Martínez,24,Cali?,Perú,2022-12-09,Vichada
Carlos Rodríguez,51,Bogotá,Ecuador,2021-10-24,Arauca
Ana Martínez,55,Cartagena,Perú,2020-11-30,Norte de Santander
Jorge Herrera,28,Bogotá,Perú,2023-03-14,Aeropuerto El Dorado!
Luisa Morales!,11,Bucaramanga,Ecuador,2025-08-13,Aeropuerto El Dorado
Sofía Torres,64,Bogotá,Colombia,2021-10-10,Vichada
Sofía Torres,6,Cali#,Ecuador,2023-11-12,Vichada
Juan Pérez,21,Cali@,Ecuador,2021-10-02,Vichada
María Lopez,43,Barranquilla,Ecuador,2020-01-03,Norte de Santander
Marta Castillo,33,Medellín,Perú,2020-07-13,La Guajira
Pedro Gómez,34,Cúcuta*,Colombia,2023-11-20,La Guajira
Pedro Gómez,13,Cartagena%,Venezuela,2025-11-16,Arauca
Jorge Herrera,49,Medellín,Venezuela,2024-06-13,La Guajira
Pedro Gómez,4,Barranquilla,Perú,2025-05-22,Norte de Santander
Marta Castillo,63,Cartagena,Perú,2024-11-04,Leticia
Sofía Torres,32,Cartagena%,Colombia,2024-10-22,Norte de Santander
Carlos Rodríguez,21,Cartagena,Perú,2021-12-03,Vichada
Luisa Morales,74,Bucaramanga,Colombia,2020-06-23,Leticia
Carlos Rodríguez,64,Barranquilla,Perú,2020-04-29,La Guajira
Jorge Herrera,17,Barranquilla,Colombia,2020-02-13,La Guajira
Ana Martínez,55,Bucaramanga,Ecuador,2022-05-25,Vichada
Ana Martínez,68,Bucaramanga,Colombia,2025-10-02,Leticia
Luisa Morales,34,Bogotá,Venezuela,2020-08-04,Norte de Santander
Carlos Rodríguez,67,Cali,Colombia,2020-07-08,Vichada
Marta Castillo,14,Medellín,Venezuela,2025-12-13,Arauca
Luisa Morales,76,Barranquilla,Ecuador,2020-04-19,Norte de Santander
Andrés Rivera,67,Cali,Colombia,2023-08-08,Vichada
Ana Martínez,77,Medellín,Ecuador,2022-09-11,Leticia
Ana Martínez,31,Cartagena,Ecuador,2024-11-26,Norte de Santander
Andrés Rivera,54,Bucaramanga,Ecuador,2023-09-21,Vichada
Sofía Torres,47,Cali!,Venezuela,2022-02-26,Norte de Santander
Carlos Rodríguez,32,Cúcuta,Venezuela,2025-08-05,La Guajira
Marta Castillo,20,Bogotá,Ecuador,2025-06-10,Vichada
María Lopez,28,Barranquilla,Venezuela,2020-05-05,Arauca
Ana Martínez,73,Bucaramanga,Venezuela,2025-03-28,Vichada
Ana Martínez,22,Cúcuta,Venezuela,2023-05-14,Arauca
María Lopez,42,Bogotá,Venezuela,2024-05-10,Arauca
María Lopez,46,Cartagena,Perú,2024-11-20,Vichada
Jorge Herrera,9,Barranquilla,Perú,2020-03-15,Leticia
Juan Pérez,35,Barranquilla,Colombia,2022-12-18,Norte de Santander
Juan Pérez!,66,Barranquilla,Ecuador,2020-03-11,La Guajira
Juan Pérez,25,Medellín,Ecuador,2025-05-30,Aeropuerto El Dorado
Luisa Morales,40,Bucaramanga,Perú,2024-12-19,Norte de Santander
Pedro Gómez,51,Bogotá,Ecuador,2025-09-23,La Guajira
Ana Martínez,25,Bucaramanga,Venezuela,2022-10-06,La Guajira
María Lopez,45,Bucaramanga,Colombia,2025-10-27,Norte de Santander
Luisa Morales,31,Cartagena,Colombia,2024-09-17,Norte de Santander
Carlos Rodríguez,42,Barranquilla,Colombia,2020-08-29,Norte de Santander
Pedro Gómez,20,Cúcuta,Ecuador,2020-04-03,Arauca
María Lopez,23,Cartagena,Ecuador,2022-07-31,Leticia
Carlos Rodríguez,67,Barranquilla,Colombia,2025-11-16,Vichada
Marta Castillo,55,Cali,Perú,2022-03-15,Vichada
María Lopez,14,Bucaramanga,Colombia,2021-08-07,Norte de Santander
María Lopez,22,Cartagena,Colombia,2022-11-26,La Guajira
María Lopez,69,Bucaramanga,Venezuela,2021-07-28,La Guajira
Pedro Gómez,75,Medellín,Perú,2023-03-29,Arauca
Pedro Gómez,29,Cali,Ecuador,2023-08-01,La Guajira
Andrés Rivera,33,Barranquilla,Colombia,2024-01-05,La Guajira
Andrés Rivera*,24,Barranquilla,Colombia,2024-01-30,Vichada
Carlos Rodríguez,43,Cartagena,Perú,2022-01-08,Arauca
Carlos Rodríguez,47,Cartagena,Colombia,2023-10-21,La Guajira
María Lopez,47,Cali,Ecuador,2023-04-04,Aeropuerto El Dorado
Carlos Rodríguez,46,Cúcuta,Perú,2021-03-29,Leticia
Pedro Gómez,38,Barranquilla,Colombia,2020-05-08,Norte de Santander
Pedro Gómez,50,Cartagena,Perú,2025-01-11,Norte de Santander
Marta Castillo,25,Barranquilla,Colombia,2020-07-13,Leticia
Luisa Morales,71,Bucaramanga,Venezuela,2022-07-16,Vichada
Andrés Rivera,2,Cartagena,Ecuador,2025-11-23,Vichada
Luisa Morales,37,Cúcuta,Perú,2024-12-07,Vichada
Carlos Rodríguez,79,Cali?,Colombia,2024-11-17,Aeropuerto El Dorado
Sofía Torres,29,Bogotá,Perú,2024-03-21,Arauca
Pedro Gómez,14,Cali,Venezuela,2022-05-09,Arauca
Juan Pérez,33,Cartagena,Colombia,2021-12-16,Vichada
Juan Pérez,37,Cali,Ecuador,2024-11-13,Vichada
María Lopez,40,Bogotá,Venezuela,2020-07-19,Arauca
Marta Castillo,8,Medellín,Venezuela,2022-11-11,Arauca
Sofía Torres,37,Bogotá,Colombia,2020-11-12,La Guajira
María Lopez,56,Barranquilla,Venezuela,2023-02-07,Leticia
Luisa Morales,69,Medellín?,Ecuador,2020-10-21,Aeropuerto El Dorado
María Lopez,61,Cúcuta,Venezuela,2025-05-22,Norte de Santander
Pedro Gómez,53,Barranquilla,Perú,2021-05-19,Vichada
Ana Martínez,12,Barranquilla,Colombia,2023-11-05,Norte de Santander
Luisa Morales,16,Cúcuta,Ecuador,2024-08-03,Arauca
María Lopez,44,Barranquilla,Venezuela,2023-11-06,Leticia
Juan Pérez,18,Cartagena%,Ecuador,2023-09-09,Vichada
Luisa Morales@,70,Cali,Venezuela,2020-08-08,Vichada
Juan Pérez,35,Bogotá!,Ecuador,2022-11-09,La Guajira
Luisa Morales,49,Medellín,Perú,2021-12-12,La Guajira
Andrés Rivera,31,Cúcuta,Venezuela,2024-01-30,Aeropuerto El Dorado
Luisa Morales,22,Bucaramanga,Venezuela,2022-03-19,Vichada
Pedro Gómez,56,Cartagena,Venezuela,2025-11-24,Arauca
Carlos Rodríguez,75,Medellín,Venezuela,2025-05-02,Arauca
Ana Martínez,33,Medellín,Perú,2024-01-06,Norte de Santander
Carlos Rodríguez,29,Cúcuta,Perú,2024-08-11,Arauca
Sofía Torres,27,Bogotá,Perú,2025-10-14,La Guajira
Juan Pérez,67,Barranquilla,Perú,2023-05-28,Aeropuerto El Dorado
Marta Castillo,72,Medellín,Venezuela,2024-10-29,Vichada
Marta Castillo,74,Medellín,Colombia,2024-04-21,Leticia
María Lopez,44,Barranquilla,Colombia,2022-03-23,Leticia
Pedro Gómez,56,Cali,Ecuador,2025-03-19,Vichada
Andrés Rivera$,10,Bogotá,Ecuador,2025-04-17,La Guajira
Sofía Torres,57,Cali,Ecuador,2024-06-14,Norte de Santander
María Lopez,37,Medellín,Ecuador,2025-06-12,Aeropuerto El Dorado
Luisa Morales,46,Cartagena,Venezuela,2024-12-08,Aeropuerto El Dorado
Jorge Herrera,28,Cúcuta,Perú,2023-07-27,Arauca
María Lopez,73,Cúcuta,Venezuela,2024-10-23,Arauca
Pedro Gómez,55,Bucaramanga,Ecuador,2021-07-21,Arauca
María Lopez,14,Barranquilla,Venezuela,2023-01-05,La Guajira
Sofía Torres,23,Cúcuta,Perú,2024-07-31,Aeropuerto El Dorado
Juan Pérez$,27,Cali,Perú,2024-04-09,Arauca
Juan Pérez,30,Bogotá,Venezuela,2025-07-31,Leticia
Marta Castillo,54,Barranquilla,Perú,2024-03-12,Leticia
Marta Castillo,38,Bucaramanga,Venezuela,2023-03-05,Leticia
Andrés Rivera,26,Cartagena,Perú,2023-06-09,Leticia
Marta Castillo*,80,Cúcuta,Perú,2024-02-22,Aeropuerto El Dorado
Carlos Rodríguez,72,Bogotá,Ecuador,2024-10-09,Aeropuerto El Dorado
Jorge Herrera,46,Cartagena,Perú,2021-06-02,La Guajira
Carlos Rodríguez,33,Cartagena,Colombia,2024-05-05,Norte de Santander
Jorge Herrera!,48,Cartagena,Colombia,2021-04-02,Leticia
Sofía Torres,1,Bucaramanga,Perú,2020-02-11,La Guajira
Ana Martínez,24,Medellín,Perú,2021-11-10,Leticia
Sofía Torres,60,Bogotá,Colombia,2021-12-13,Norte de Santander
Juan Pérez,52,Cartagena,Venezuela,2024-02-19,La Guajira
Luisa Morales,5,Cartagena,Colombia,2025-01-20,Aeropuerto El Dorado
Ana Martínez,37,Bogotá,Ecuador,2020-02-12,Arauca
Juan Pérez,32,Bucaramanga,Ecuador,2022-03-14,Vichada
Pedro Gómez,30,Bucaramanga,Venezuela,2023-05-26,La Guajira
María Lopez,73,Medellín,Ecuador,2024-12-06,Arauca
Juan Pérez,33,Bogotá,Venezuela,2020-05-13,Vichada
Luisa Morales@,69,Barranquilla,Perú,2024-12-10,Leticia
Sofía Torres%,67,Bucaramanga,Perú,2025-02-05,Vichada
Carlos Rodríguez,42,Barranquilla,Ecuador,2025-01-29,Norte de Santander
Pedro Gómez,41,Barranquilla,Ecuador,2022-09-02,Leticia
Marta Castillo,3,Bucaramanga,Venezuela,2024-01-11,Leticia
Ana Martínez,63,Bogotá,Ecuador,2023-01-14,La Guajira
Sofía Torres,77,Cartagena$,Perú,2020-06-18,Norte de Santander
Ana Martínez,44,Barranquilla,Perú,2025-10-02,Leticia
Ana Martínez,73,Cúcuta,Ecuador,2021-04-23,La Guajira
Juan Pérez,80,Cali,Ecuador,2020-08-09,Norte de Santander
Sofía Torres,26,Medellín%,Ecuador,2020-06-10,Norte de Santander
Andrés Rivera,64,Cali,Ecuador,2020-10-07,Norte de Santander
Andrés Rivera,62,Medellín,Venezuela,2023-06-13,Leticia
María Lopez,48,Bucaramanga,Colombia,2024-07-27,Vichada
Carlos Rodríguez,72,Bucaramanga,Ecuador,2025-01-29,Leticia
Carlos Rodríguez,21,Medellín,Colombia,2021-08-16,Leticia
Marta Castillo,70,Medellín,Colombia,2021-11-21,Vichada
Pedro Gómez,17,Medellín,Ecuador,2020-10-03,Leticia
Carlos Rodríguez,63,Cali,Colombia,2024-09-22,Vichada
Luisa Morales,12,Bogotá,Venezuela,2020-05-26,Norte de Santander
Marta Castillo,66,Cartagena,Ecuador,2022-02-07,Vichada
Marta Castillo,68,Cúcuta,Ecuador,2021-11-16,Arauca
Ana Martínez,70,Medellín,Colombia,2023-10-17,Vichada
María Lopez,76,Cúcuta,Venezuela,2023-08-15,Norte de Santander
María Lopez,68,Bogotá,Venezuela,2023-06-13,La Guajira
Jorge Herrera,55,Barranquilla,Perú,2022-04-03,Aeropuerto El Dorado
Jorge Herrera,69,Bogotá,Colombia,2021-10-05,Vichada
Luisa Morales,23,Barranquilla,Venezuela,2021-05-14,Vichada
Carlos Rodríguez,46,Cali,Perú,2025-04-19,Arauca
Luisa Morales,19,Bogotá,Ecuador,2025-03-06,Leticia
Andrés Rivera,27,Barranquilla,Venezuela,2020-03-11,Leticia
Pedro Gómez,16,Barranquilla,Ecuador,2021-10-11,Arauca
María Lopez,4,Medellín,Ecuador,2021-08-30,Norte de Santander
Andrés Rivera%,54,Barranquilla,Colombia,2025-07-13,Norte de Santander
María Lopez,74,Medellín,Venezuela,2020-06-01,Aeropuerto El Dorado
María Lopez,65,Cúcuta,Colombia,2022-09-05,Vichada
Sofía Torres,74,Cartagena,Venezuela,2021-08-22,Leticia
Marta Castillo?,37,Medellín#,Venezuela,2020-12-11,Aeropuerto El Dorado
Luisa Morales,24,Cúcuta,Colombia,2023-02-24,La Guajira
Pedro Gómez,24,Cali,Colombia,2023-08-02,Arauca
Juan Pérez,40,Cali,Ecuador,2020-04-28,Arauca
Ana Martínez,24,Cartagena$,Ecuador,2024-12-25,Vichada@
Jorge Herrera,77,Cali,Colombia,2021-04-18,Vichada
Juan Pérez,59,Cali,Venezuela,2020-03-25,Vichada
Carlos Rodríguez,7,Bogotá,Venezuela,2020-08-25,La Guajira
Andrés Rivera,5,Medellín?,Colombia,2022-10-25,Aeropuerto El Dorado
María Lopez,31,Bucaramanga,Perú,2023-02-15,La Guajira
Pedro Gómez,69,Barranquilla,Ecuador,2020-03-09,Norte de Santander
Ana Martínez,28,Cali,Colombia,2022-10-31,Leticia
Juan Pérez,14,Medellín,Perú,2024-08-18,La Guajira
Luisa Morales,37,Bucaramanga,Venezuela,2021-06-04,Vichada
Andrés Rivera,3,Medellín,Perú,2020-11-21,Arauca
Andrés Rivera,2,Bogotá,Perú,2022-04-28,Norte de Santander
Sofía Torres,63,Medellín,Ecuador,2022-12-29,La Guajira
Ana Martínez,73,Barranquilla,Perú,2022-03-13,Vichada
María Lopez,46,Medellín,Venezuela,2021-09-07,La Guajira
Carlos Rodríguez@,40,Bucaramanga,Venezuela,2023-09-15,Arauca
Marta Castillo,3,Cúcuta%,Venezuela,2024-05-18,Arauca
Juan Pérez!,70,Cali,Ecuador,2024-06-24,Arauca
Sofía Torres,53,Cali,Colombia,2023-07-24,Norte de Santander
Pedro Gómez,27,Cali,Colombia,2022-05-26,Arauca
Carlos Rodríguez,70,Cúcuta,Colombia,2021-12-24,Norte de Santander
Sofía Torres%,25,Cúcuta?,Ecuador,2023-07-27,Norte de Santander
Jorge Herrera,15,Cúcuta?,Perú,2021-11-14,Aeropuerto El Dorado
Sofía Torres%,10,Cúcuta,Colombia,2024-06-04,Arauca
Pedro Gómez,49,Bogotá,Venezuela,2023-11-11,Aeropuerto El Dorado
Andrés Rivera,16,Bucaramanga,Ecuador,2022-07-11,Leticia
Sofía Torres,49,Cartagena#,Colombia,2023-12-12,Aeropuerto El Dorado
Pedro Gómez,1,Cali%,Ecuador,2023-06-26,Leticia
Juan Pérez,23,Bucaramanga,Perú,2024-05-20,La Guajira
María Lopez,30,Barranquilla,Colombia,2021-09-30,Arauca
Ana Martínez,46,Bucaramanga,Ecuador,2024-08-01,Norte de Santander
Juan Pérez,54,Bucaramanga,Perú,2021-01-01,Norte de Santander
Juan Pérez,10,Bogotá,Venezuela,2020-08-07,Vichada#
Luisa Morales,72,Bogotá,Venezuela,2021-04-01,Vichada
Juan Pérez%,45,Barranquilla,Ecuador,2020-03-21,Leticia
Pedro Gómez,41,Bogotá,Colombia,2023-11-21,Aeropuerto El Dorado
Marta Castillo,40,Barranquilla,Colombia,2025-05-26,La Guajira
Pedro Gómez,7,Barranquilla#,Venezuela,2023-04-10,La Guajira
Juan Pérez,77,Cali,Colombia,2024-04-28,Norte de Santander
Andrés Rivera,9,Cúcuta,Colombia,2023-01-08,Arauca
Marta Castillo,66,Cúcuta,Perú,2021-11-13,Aeropuerto El Dorado
Andrés Rivera,42,Bucaramanga,Venezuela,2024-10-21,Aeropuerto El Dorado
Andrés Rivera,63,Medellín,Ecuador,2024-02-08,Norte de Santander
Ana Martínez,11,Medellín$,Ecuador,2023-03-06,Norte de Santander
Pedro Gómez,28,Barranquilla,Ecuador,2022-06-17,Aeropuerto El Dorado
María Lopez,47,Cartagena,Colombia,2023-04-26,Vichada
Sofía Torres,52,Barranquilla,Perú,2020-03-01,Norte de Santander
Ana Martínez#,10,Bogotá,Ecuador,2022-12-01,Vichada
Juan Pérez,31,Bucaramanga,Ecuador,2022-11-28,Leticia
Ana Martínez,61,Cúcuta#,Ecuador,2021-09-05,Norte de Santander
Pedro Gómez,77,Medellín,Colombia,2020-04-05,Leticia
Andrés Rivera,50,Bucaramanga*,Ecuador,2025-12-06,Vichada
Marta Castillo,45,Barranquilla!,Venezuela,2024-01-09,Norte de Santander
Juan Pérez,28,Medellín,Venezuela,2023-11-18,La Guajira
Pedro Gómez,32,Bogotá$,Colombia,2022-07-09,Arauca
Sofía Torres,70,Cartagena,Ecuador,2023-09-01,Arauca
Sofía Torres,45,Cúcuta,Ecuador,2021-01-02,Norte de Santander
María Lopez,11,Barranquilla,Ecuador,2023-07-18,Leticia
Andrés Rivera,78,Cali,Venezuela,2023-03-04,Vichada
María Lopez$,2,Medellín,Colombia,2024-06-14,Aeropuerto El Dorado
Sofía Torres,70,Cali,Perú,2024-09-17,Norte de Santander
Juan Pérez,80,Medellín,Ecuador,2022-06-28,Norte de Santander
Jorge Herrera,67,Barranquilla!,Venezuela,2025-09-11,Leticia
Juan Pérez,46,Cali,Colombia,2021-01-21,Leticia
Marta Castillo,64,Cali,Perú,2025-03-21,La Guajira
Luisa Morales*,60,Cali,Perú,2025-12-26,La Guajira
Pedro Gómez,10,Bucaramanga,Colombia,2024-03-14,Arauca
Luisa Morales,69,Cali,Ecuador,2021-01-26,Norte de Santander
Ana Martínez,62,Cúcuta,Venezuela,2024-08-06,Vichada
María Lopez,74,Bogotá,Venezuela,2024-02-14,Arauca
Andrés Rivera,8,Barranquilla,Colombia,2020-07-26,Aeropuerto El Dorado
Juan Pérez,12,Cartagena,Colombia,2024-03-31,La Guajira
Luisa Morales,69,Bucaramanga,Ecuador,2023-03-07,Norte de Santander
Sofía Torres,50,Barranquilla,Perú,2022-03-19,Aeropuerto El Dorado
Andrés Rivera,68,Cúcuta,Perú,2025-04-13,Vichada
Marta Castillo,14,Barranquilla,Venezuela,2025-04-08,Aeropuerto El Dorado
Carlos Rodríguez,67,Cali,Perú,2025-07-17,La Guajira
Jorge Herrera,3,Barranquilla%,Perú,2023-08-22,La Guajira
Andrés Rivera,67,Barranquilla,Colombia,2020-08-21,La Guajira
Carlos Rodríguez,45,Cúcuta,Ecuador,2020-09-16,Aeropuerto El Dorado
Marta Castillo,28,Medellín,Perú,2024-04-03,Aeropuerto El Dorado
Jorge Herrera,48,Bucaramanga,Venezuela,2021-04-18,Vichada
Carlos Rodríguez,47,Bucaramanga,Perú,2024-04-22,Leticia
Luisa Morales,20,Bucaramanga,Ecuador,2022-04-05,Aeropuerto El Dorado
Carlos Rodríguez,21,Barranquilla,Colombia,2022-10-01,La Guajira
María Lopez,76,Cartagena,Colombia,2024-01-02,Leticia
Marta Castillo,20,Cartagena,Colombia,2025-10-24,Norte de Santander
Ana Martínez,55,Barranquilla,Ecuador,2021-03-16,Leticia
Pedro Gómez,19,Barranquilla,Venezuela,2020-06-15,La Guajira
Luisa Morales?,67,Barranquilla,Venezuela,2020-03-19,Vichada
